Cote,Titre,Auteur,Lieu,Edition,Annee,Nb pages,Matiere,Inventaire
92/56,الضوء اللامع لأهل القرن التاسع,"السخاوي, شمس الدين محمد بن عبد الرحمن",بيروت,دار مكتبة الحياة,1983.0,316.0,بيوغرافيا,INV_BUA_2941
92/57,الضوءاللامع لأهل القرن التاسع,"السخاوي, شمس الدين محمد بن عبد الرحمن",بيروت,دار مكتبة الحياة,1983.0,268.0,بيوغرافيا,INV_BUA_2942
92/58,الضوء اللامع لأهل القرن التاسع,"السخاوي, شمس الدين محمد بن عبد الرحمن",بيروت,دار مكتبة الحياة,1983.0,189.0,بيوغرافيا,INV_BUA_2943
297.425/01,القول البديع في الصلاة على الحبيب الشفيع,"السخاوي, محمد بن عبد الرحمن",بيروت,دار الكتب العلمية,1977.0,272.0,الأدعية والأذكار,INV_BUA_2944
297.4/27,كتاب المبسوط. المجلد الخامس: الجزء التاسع والعاشر,"السر خسي, شمس الدين",بيروت,دار المعرفة,1978.0,428.0,الفقه والشريعة,INV_BUA_2945
297.4/28,كتاب المبسوط. المجلد السادس: الجزء الحادي عشر والثاني عشر,"السر خسي, شمس الدين",بيروت,دار المعرفة,1978.0,476.0,الفقه والشريعة,INV_BUA_2946
297.4/23,كتاب المبسوط. المجلد الأول: الجزء الأول والتاني,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,562.0,الفقه والشريعة,INV_BUA_2947
297.4/24,كتاب المبسوط. المجلد الثاني: الجزء الثالث والرابع,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,450.0,الفقه والشريعة,INV_BUA_2948
297.4/25,كتاب المبسوط. المجلد الثالث: الجزء الخامس والسادس,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,466.0,الفقه والشريعة,INV_BUA_2949
297.4/26,كتاب المبسوط. المجلد الرابع : الجزء السابع والثامن,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,432.0,الفقه والشريعة,INV_BUA_2950
297.4/29,كتاب المبسوط. المجلد السابع: الجزء الثالث عشر والرابع عشر,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,386.0,الفقه والشريعة,INV_BUA_2951
297.4/30,كتاب المبسوط. المجلد الثامن: الجزء الخامس عشر والسادس عشر,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,386.0,الفقه والشريعة,INV_BUA_2952
297.4/31,كتاب المبسوط. المجلد التاسع : الجزء السابع عشر والثامن عشر,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,394.0,الفقه والشريعة,INV_BUA_2953
297.4/32,كتاب المبسوط. المجلد العاشر: الجزء التاسع عشر والعشرون,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,374.0,الفقه والشريعة,INV_BUA_2954
297.4/33,كتاب المبسوط. المجلد الحادي عشر: الجزء الحادي والعشرون والثاني والعشرون,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,376.0,الفقه والشريعة,INV_BUA_2955
297.4/34,كتاب المبسوط. المجلد الثاني عشر: الجزء الثالث والعشرون والرابع والعشرون,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,391.0,الفقه والشريعة,INV_BUA_2956
297.4/35,كتاب المبسوط. المجلد الثالث عشر: الجزء الخامس والعشرون والسادس والعشرون,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,385.0,الفقه والشريعة,INV_BUA_2957
297.4/36,كتاب المبسوط. المجلد الرابع عشر: الجزء السابع والعشرون والثامن والعشرون,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,407.0,الفقه والشريعة,INV_BUA_2958
297.4/37,كتاب المبسوط. المجلد الخامس عشر: الجزء التاسع والعشرون والثلاتون,"السرخسي, شمس الدين",بيروت,دار المعرفة,1978.0,526.0,الفقه والشريعة,INV_BUA_2959
62-78/02,الأمن الصناعي والسلامة المهنية,"السعبيني, سليمان",سوريا,جامعة حلب,1991.0,144.0,الأمن الصناعي,INV_BUA_2960
323/13,أما حان الوقت للديبلوماسية المغربية أن تجعل حدا لجنايتها على مسقبل وحدة المعرب الترابية,"السعداني, عبد الحق",فاس,مطبعة السلام,1980.0,18.0,الساسية الداخلية,INV_BUA_2961
396/07,المرأة والجنس,"السعداوي, نوال",بيروت,المؤسسة العربية للدراسات والنشر,1980.0,189.0,المرأة,INV_BUA_2962
396/07 مكرر,المرأة والجنس,"السعداوي, نوال",بيروت,المؤسسة العربية للدراسات والنشر,1982.0,189.0,المرأة,INV_BUA_2963
82-31/25,الغائب,"السعداوي, نوال",بيروت,دار الآداب,1980.0,131.0,الرواية,INV_BUA_2964
82-31/25 مكرر,الغائب,"السعداوي, نوال",بيروت,دار الآداب,1980.0,131.0,الرواية,INV_BUA_2965
801.5/46,البناء اللفظي في لزوميات المعري: دراسة تحليلية بلاغية,"السعدني, مصطفى",الاسكندرية,دار المعارف,1983.0,268.0,البلاغة العربية,INV_BUA_2966
331.1_567/01,تنظيم العلاقات الانتاجية الفردية بين العمال وأصحاب العمل في العراق وحقوقهما وواجباتهما المتبادلة. في العمل والضمان الإجتماعي,"السعيد, صادق مهدي",بغداد,مؤسسة الثقافة العمالية,1975.0,509.0,القانون الاجتماعي,INV_BUA_2967
297.16/04,الجمع الصوتي الأول للقرآن والمصحف المرتل : عرض ودراسة لبواعث المشروع ومخططاته,"السعيد, لبيب",القاهرة,دار المعارف,1977.0,417.0,القرآن : القراءة,INV_BUA_2968
631/24,أساسيات انتاج المحاصيل الحقلية,"السعيدي, محمد عيد",بغداد,دار الحرية,1978.0,454.0,الهندسة الزراعية,INV_BUA_2969
631/24 مكرر,أساسيات انتاج المحاصيل الحقلية للمعاهد الزراعية الغنية,"السعيدي, محمد عيد",بغداد,دار الحرية,1978.0,454.0,الهندسة الزراعية,INV_BUA_2970
631/25,اساسيات انتاج المحاصيل الحقلية,"السعيدي, محمد عيد",بغداد,دار الحرية,1978.0,454.0,الهندسة الزراعية,INV_BUA_2971
631/25 مكرر,اساسيات انتاج المحاصيل الحقلية,"السعيدي, محمد عيد",بغداد,دار الحرية,1978.0,454.0,الهندسة الزراعية,INV_BUA_2972
338.984/25,التنظيم والتخطيط والإدارة الصناعية,"السغبيني, سلمان",حلب,مديرية الكتب والمطبوعات الجامعية,1990.0,592.0,التخطيط الإقتصادي,INV_BUA_2973
669/04,سباكة المعادن,"السغبيني, سلمان",حلب,مديرية الكتب والمطبوعات الجامعية,1992.0,400.0,الميتالورجيا,INV_BUA_2974
801/24,مدخل للصواتة التوليدية,"السغروشني, إدريس",الدار البيضاء,دار توبقال للنشر,1987.0,107.0,اللسانيات,INV_BUA_2975
801/24 مكرر,مدخل للصواتة التوليدية,"السغروشني, إدريس",الدار البيضاء,دار توبقال للنشر,1987.0,107.0,اللسانيات,INV_BUA_2976
336.126/29,النظام المحاسبي الموحد,"السقا, حمدي",دمشق,جامعة دمشق,1993.0,553.0,المحاسبة العمومية,INV_BUA_2977
343.25/01,"فلسفة عقوبة الاعدام أو العقوبة العظمى بين ""النظرية والتطبيق""","السقا, محمود",الرباط,دار المغرب,1978.0,382.0,القانون الجنائي,INV_BUA_2978
343.25/01 مكرر,"فلسفة عقوبة الاعدام أو العقوبة العظمى بين ""النظرية والتطبيق""","السقا, محمود",الرباط,دار المغرب,1978.0,382.0,القانون الجنائي,INV_BUA_2979
82-6/20,مناديل وقضبان,"السقاط, ثريا",غير محدد,غير محدد,1988.0,285.0,الرسائل,INV_BUA_2980
801.56/54,مفتاح العلوم,"السكاكي, أبو يعقوب يوسف بن أبي بكر",بيروت,دار الكتب العلمية,1983.0,602.0,النحو العربي,INV_BUA_2981
801/70,كنز الحفاظ في كتاب تهذيب الألفاظ,"السكيت, أبو يوسف يعقوب بن إسحاق",بيروت,المطبعة الكاثوليكية للآباء اليسوعيين,1898.0,944.0,فقه اللغة,INV_BUA_2982
297.15/09,الإعجاز الفني في القرآن,"السلامي, عمر",تونس,مؤسسات عبد الكريم بن عبد الله,1980.0,280.0,القرآن : دراسات,INV_BUA_2983
1:297/114,علم الكلام ونظريات الغزالي,"السلاوى, أحمد",الرباط,منشورات المعهد التربوي الوطني,1982.0,18.0,فلسفة إسلامية,INV_BUA_2984
82.09/119,مبادئ النقد الأدنى بين النظرية والتطبيق. قراءة في كتابات عباس الجراري,"السلاوي, عز الدين",مكناس,منشورات كلية الاداب والعلوم الإنسانية,1998.0,95.0,النقد الأدبي,INV_BUA_2985
82-1_مغ/11 مكرر,الشعر المغربي مقارنة تاريخية 1830 - 1960,"السلاوي, محمد أديب",الدار البيضاء,افريقيا الشرق,1986.0,230.0,الأدب المغربي,INV_BUA_2986
324_569.6/01,الدمقراطية في فلسطين,السلطة الوطنية الفلسطينية (لجنة الإنتخابات المركزية),فلسطين,لجنة الإنتخابات المركزية,1996.0,323.0,الإنتخابات في فلسطين,INV_BUA_2987
82-1_جا/19,مختارات من الأدب الجاهلي,"السلطي, عبد الحفيظ",دمشق,مطبعة جامعة دمشق,1991.0,214.0,الادب الجاهلي,INV_BUA_2988
92/14,أوصاف الناس في التواريخ والصلات تليها الزواجر والعظات,"السلماني, لسان الدين بن الخطيب",المحمدية,مطبعة فضالة,1983.0,198.0,بيوغرافيا,INV_BUA_2989
82-6/15,مثلا الطريقة في ذم الوثيقة,"السلماني, محمد بن الخطيب",الرباط,دار المنصور للطباعة والوراقة,1973.0,41.0,الرسائل,INV_BUA_2990
159.922.7/22,مكتب التربية العربي لدول الخليج,السلوك الإستهلاكي لدى الأطفال وسبل ترشيده : حلقة دراسية . دولة قطر: 28-29/12/1992,الرياض,غير محدد,1994.0,200.0,علم النفس الطفل,INV_BUA_2991
347.91_64/01,نظام التنفيذالمعجل للاحكام المدنية في القانون المغربي,"السماحي, محمد",البيضاء,مؤسسة بنشرة للطباعة والنشر,1985.0,498.0,المسطرة المدنية,INV_BUA_2992
347.91_64/01 مكرر,نظام التنفيذ المعجل للاحكام المدنية في القانون المغربي,"السماحي, محمد",البيضاء,مؤسسة بنشرة,1985.0,498.0,المسطرة المدنية,INV_BUA_2993
